id,Coursecode,Coursetitle,Subtopic,Question,Answerkey,isObjective
COM42319,COM 423,Expert systems and Machine Learning,Machine learning paradigms,Which of the following is a category of supervised learning (A) Classification (B) Regression (C) A and B (D) None of the above,C,1
COM42320,COM 423,Expert systems and Machine Learning,Machine learning paradigms,Machine learning follows which type of process? (A) Linear (B) Iterative (C) Both (D) None,B,1
COM42321,COM 423,Expert systems and Machine Learning,Machine learning paradigms,Does machine learning follows a linear process? (A) Yes (B) No (C) Maybe (D) I am not sure,B,1
COM42322,COM 423,Expert systems and Machine Learning,Uses of machine learning,The following are use cases of machine learning except when (A) Human expertise exists  (B) Humans can't explain their expertise (C) Models must be customized (D) Models are based on huge amount of data,A,1
COM42323,COM 423,Expert systems and Machine Learning,Uses of machine learning,The following apps employs machine learning except (A) Netflix (B) Yabatech portal (C) Facebook ads (D) Spotify,B,1
COM42324,COM 423,Expert systems and Machine Learning,Uses of machine learning,The following apps makes personalized predictions from past data except (A) Netflix (B) Spotify (C) Facebook ads (D) Calculator,D,1
COM42325,COM 423,Expert systems and Machine Learning,Uses of machine learning,Successful machine learning applications include the following except (A) Speech recognition (B) Computer vision (C) Bio-surveillance (D) None of the above,D,1
COM42326,COM 423,Expert systems and Machine Learning,Uses of machine learning,Successful machine learning applications include the following except (A) Robot control (B) Emperical science (C) Information extraction (D) None of the above,D,1
COM42327,COM 423,Expert systems and Machine Learning,Supervised learning,___ learning is where an algoritm is used to learn the mapping function of input variables (x) and an output variable (y) (A) Supervised (B) Unsupervised (C) Reinforcement (D) Semi-supervised,A,1
COM42328,COM 423,Expert systems and Machine Learning,Supervised learning,___ learning involves the process of teaching an algorithm from a training data set (A) Supervised (B) Unsupervised (C) Reinforcement (D) Semi-supervised,A,1
COM42329,COM 423,Expert systems and Machine Learning,Supervised learning,What type of data is needed in a supervised learning? (A) Training (B) Testing (C) A and B (D) None of the above,C,1
COM42330,COM 423,Expert systems and Machine Learning,Supervised learning,Which of the following is a supervised learning algorithm? (A) Linear regression (B) Logistic regression (C) Decision tree (D) All of the above,D,1
COM42331,COM 423,Expert systems and Machine Learning,Supervised learning,Which of the following is a supervised learning algorithm? (A) Naive Bayes Classifierv(B) Logistic regression (C) Dustr forest (D) Random forest,C,1
COM42332,COM 423,Expert systems and Machine Learning,Regression,____ analysis is a form of predictive modelling technique that investigates the relationship netween a dependent and independent variable (A) Naive bayes (B) Decision tree (C) Regression (D) Random forest,C,1
COM42333,COM 423,Expert systems and Machine Learning,Regression,What variables are investigated in regression analysis (A) Independent variable (B) Dependent variable (C) A and B (D) None of the above,C,1
COM42334,COM 423,Expert systems and Machine Learning,Regression,Is regression analysis a predictive modelling technique? (A) Yes (B) No (C) Maybe (D) Not sure,A,1
COM42335,COM 423,Expert systems and Machine Learning,Regression,The following are 3 major uses of regression analysis except (A) Movie recommendation (B) Trend forecasting (C) Forecasting an effect (D) Determining the strength of predictors,A,1
COM42336,COM 423,Expert systems and Machine Learning,Regression,How many types of regression are in machine learning (A) 2 (B) 4 (C) 6 (D) 6,A,1
COM42337,COM 423,Expert systems and Machine Learning,Regression,The following are types of regression in machine learning (A) Linear (B) Logistic (C) A and B (D) ,C,1
COM42338,COM 423,Expert systems and Machine Learning,Regression,The following type of regression is modelled using a straight line (A) Linear (B) Logistic (C) Both (D) None,A,1
COM42339,COM 423,Expert systems and Machine Learning,Regression,The following type of regression is a combination of predictor variables used to estimate the probability of an event occuring (A) Linear (B) Logistic (C) Both (D) None,B,1
COM42340,COM 423,Expert systems and Machine Learning,Regression,The following type of regression uses a continuous variable (A) Linear (B) Logistic (C) Both (D) None,A,1
COM42341,COM 423,Expert systems and Machine Learning,Regression,The following type of regression uses a categorical variable (A) Linear (B) Logistic (C) Both (D) None,B,1
COM42342,COM 423,Expert systems and Machine Learning,Regression,The following type of regression predicts the value of a variable based on the value of another variable (A) Linear (B) Logistic (C) Both (D) None,A,1
COM42343,COM 423,Expert systems and Machine Learning,Regression,The following type of regression predicts the probability of an event's occurence (A) Linear (B) Logistic (C) Both (D) None,B,1
COM42344,COM 423,Expert systems and Machine Learning,Regression,"The following type of regression is measured by loss, R (A) Linear (B) Logistic (C) Both (D) None",A,1
COM42345,COM 423,Expert systems and Machine Learning,Regression,"The following type of regression is measured by accuracy, precision, recall (A) Linear (B) Logistic (C) Both (D) None",B,1
COM42346,COM 423,Expert systems and Machine Learning,Regression,Which of the following is not a selection criteria in linear regression? (A) Classification and regression capabilities (B) Data Quality (C) Validity (D) Computational complexity,C,1
COM42347,COM 423,Expert systems and Machine Learning,Regression,Linear regression is used oin the followin except (A) Domain sales (B) Evaluating trends and sales estimates  (C) Analyzing the impact of price changes (D) Assessment of risk in financial services and insurance domain,A,1
COM42348,COM 423,Expert systems and Machine Learning,Regression,____ is the distance netween actual and predicted value (A) Sum square error  (B) Mean  square error (C) average square error (D) Low  square error,B,1
COM42349,COM 423,Expert systems and Machine Learning,Regression,____ is a statistical measure of how close the data are the fitted regression line (A)  Mean square error( B) R-square (C) None of the above (D) A and B,B,1
COM42350,COM 423,Expert systems and Machine Learning,Regression,What is another name for R-square? (A) Mean suare (B) Coefficient of determination (C) Coefficient of multiple determination (D) A and B,D,1
COM4251,COM 425,Introduction to modelling and simulation,Verification and validation,What problem does the simulation analyst face? (A) Create a model (B) Validating a model (C) Destroying a model (D) Displaying a model ,B,1
COM4252,COM 425,Introduction to modelling and simulation,Verification and validation,A simulation model is only valid if the model is ____ representation of the actual system (A) an accurate (B) a replica (C) none of the above (D) both A and B,A,1
COM4253,COM 425,Introduction to modelling and simulation,Verification and validation,"If a simulation model is not an accurate model of the actual system, it is considered (A) Valid (B) Invalid (C) None of the above (D) All of the above",B,1
COM4254,COM 425,Introduction to modelling and simulation,Verification and validation,How many steps are used to perform the validation of a simulation model? (A) 1 (B) 2 (C) 3 (D) 4,C,1
COM4255,COM 425,Introduction to modelling and simulation,Verification and validation,____ is the process of comparing two or more results to ensure its accuracy (A) Simulation (B) Model (C) Validation (D) Verification,D,1
COM4256,COM 425,Introduction to modelling and simulation,Verification and validation,What step involves the comparison of two or more results to ensure accuracy? (A) Simulation (B) Model (C) Validation (D) Verification,D,1
COM4257,COM 425,Introduction to modelling and simulation,Verification and validation,A ____ model is compared to the real system in Validation (A) Replica (B) Duplicate (C) Actual (D) Conceptual,D,1
COM4258,COM 425,Introduction to modelling and simulation,Verification and validation,"In validation, if the comparison between the conceptual model and the real system is true, then it is (A) Valid (B) Invalid (C) Both A and B (D) None",A,1
COM4259,COM 425,Introduction to modelling and simulation,Verification and validation,"In validation, if the comparison between the conceptual model and the real system is false, then it is (A) Valid (B) Invalid (C) Both A and B (D) None",B,1
COM42510,COM 425,Introduction to modelling and simulation,Verification and validation,____ is the process of comparing two results (A) Simulation (B) Model (C) Validation (D) Verification,C,1
COM42511,COM 425,Introduction to modelling and simulation,Verification and validation,____ involves the comparison of the conceptual model to the real system (A) Simulation (B) Model (C) Validation (D) Verification,C,1
COM42512,COM 425,Introduction to modelling and simulation,Verification and validation,____ involves the comparison of the model implementation and its associated data with the developers's conceptual description and specifications (A) Simulation (B) Model (C) Validation (D) Verification,D,1
COM42513,COM 425,Introduction to modelling and simulation,Verification and validation,"The following are techniques to perform the verification of a simulation model except (A) Use of programming skills to write and debug the program in sub-programs (B) Use of ""structured walk-through"" policy in which more than one person is to read the program (C) By tracing the intermediate results and comparing with observed outcomes (D) By tracing the intermediate results and comparing with tested outcomes ",D,1
COM42514,COM 425,Introduction to modelling and simulation,Verification and validation,The following are techniques to perform the verification of a simulation model except (A) By checking the simulation model output using various input combinations (B) By comparing final simulation result with analytic results (C) By tracing the intermediate results and comparing with observed outcomes (D) By tracing the intermediate results and comparing with tested outcomes ,D,1
COM42515,COM 425,Introduction to modelling and simulation,Verification and validation,"In structured walk-through policy, how many people are required to read the program (A) Only 1 (B) More than 1 (C) None of the above (D) Both A and B",B,1
COM42516,COM 425,Introduction to modelling and simulation,Verification and validation,___ policy requires more than one person to read the program (A) Structured walk through (B) Conceptual walk through (C) Structured do over (D) Conceptual do over,A,1
COM42517,COM 425,Introduction to modelling and simulation,Verification and validation,How many steps is involved in performing the validation of a simulation model (A) 1 (B) 2 (C) 3 (D) 4,C,1
COM42518,COM 425,Introduction to modelling and simulation,Verification and validation,Which of the folowing is not a step in validating a simulation model? (A) Design a model with high validity (B) Process the validity of the design (C) Test the model at assumptions data (D) Determine the representative output of the simulation model,B,1
COM42519,COM 425,Introduction to modelling and simulation,Verification and validation,What method can be used to compare the model output with the real system output? (A) Quantitative method (B) Qualitative method (C) Statistical method (D) Analysis method ,C,1
COM42520,COM 425,Introduction to modelling and simulation,Verification and validation,When can the comparison of an output data be carried out with a real system data? (A) After model design (B) After model development  (C) Before model design (D) Before model development,B,1
COM42521,COM 425,Introduction to modelling and simulation,Verification and validation,How many approaches can be taken to perform the comparison of output data which is dome after model development (A) 1 (B) 2 (C) 3 (D) 4,B,1
COM42522,COM 425,Introduction to modelling and simulation,Verification and validation,Which of the following is not an approach to perform comparison of output data with real system data (A) Validating the existing system (B) Validating the first time model (C) Verifying the existing system (D) None,C,1
COM42523,COM 425,Introduction to modelling and simulation,Verification and validation,What validation approach involves the use of real-world inputs of the model to compare its output with that of the real-world inputs of the real system (A) Validating the existing system (B) Validating the first time model (C) Verifying the existing system (D) None,A,1
COM42524,COM 425,Introduction to modelling and simulation,Verification and validation,What validation approach involves the description of a proposed system which doesn't exist at the present nor has existed in the past? (A) Validating the existing system (B) Validating the first time model (C) Verifying the existing system (D) None,B,1
COM42525,COM 425,Introduction to modelling and simulation,Verification and validation,In what validation approach is there a lack of historical data available to compare performance with? (A) Validating the existing system (B) Validating the first time model (C) Verifying the existing system (D) None),B,1
COM42526,COM 425,Introduction to modelling and simulation,Verification and validation,In what validation approach is there a need to use a hypothetical system based on assumptions? (A) Validating the existing system (B) Validating the first time model (C) Verifying the existing system (D) None),B,1
COM42527,COM 425,Introduction to modelling and simulation,Verification and validation,Which of the following pointer is not useful in making a hypothetical system efficient? (A) Subsystem validity (B) Internal validity (C) Subsystem analysis (D) Face validity,C,1
COM42528,COM 425,Introduction to modelling and simulation,Verification and validation,Which of the following pointer is not useful in making a hypothetical system efficient? (A) Subsystem validity (B) Internal validity (C) Sensitivity analysis (D) Subsytem analysis ,D,1
COM42529,COM 425,Introduction to modelling and simulation,Introduction,What is the overall approach undertaken in computer simulation? (A) Representation of the dynamic characteristics of a real world system in a computer model (B) Representation of the characteristics of an hypothetical system in a computer model (C) All of the above (D) None of the above,A,1
COM42530,COM 425,Introduction to modelling and simulation,Introduction,How many classification of simulation is there (A) 1 (B) 2 (C) 3 (D) 4,B,1
COM42531,COM 425,Introduction to modelling and simulation,Introduction,Which of the following is a classification of simulation? (A) Model (B) Systems (C) Discrete (D) Statistical,C,1
COM42532,COM 425,Introduction to modelling and simulation,Introduction,Which of the following is a classification of simulation? (A) Model (B) Systems (C) Qualitative (D) Continuous,D,1
COM42533,COM 425,Introduction to modelling and simulation,Introduction,"In ____ simulations, the state variables change continuously over time and the behavior of the system is typically described by differential equations (A) Qualitative (B) Discrete (C) Continuous (D) Statistical",C,1
COM42534,COM 425,Introduction to modelling and simulation,Introduction,____ simulations are event driven where the state variables change at discrete time points (A) Qualitative (B) Discrete (C) Continuous (D) Statistical,B,1
COM42535,COM 425,Introduction to modelling and simulation,Introduction,"Which of the following is an example of discrete simulation (A) manufacturing 
applications involving material flow analysis  (B) modeling of thermal (C) hydraulic systems (D) none",A,1
COM42536,COM 425,Introduction to modelling and simulation,Introduction,"Which of the following is an example of continuous simulation (A) manufacturing 
applications involving material flow analysis  (B) queues in a grocery store (C) hydraulic systems (D) none",C,1
COM42537,COM 425,Introduction to modelling and simulation,Introduction,____ is defined as a technique for studying real-world dynamical systems by imitating their behavior using a mathematical model of the system implemented on a digital computer (A) Discrete (B) Simulation (C) Continuous (D) Statistical,B,1
COM42538,COM 425,Introduction to modelling and simulation,Introduction,Which of the following is not a discipline involved in simulation (A) Application field (B) Computer science(C) Mathematics (D) None,D,1
COM42539,COM 425,Introduction to modelling and simulation,Introduction,Is the science of simulation considered interdisciplinary? (A) Yes (B) No (C) Maybe (D) Not sure,A,1
COM42540,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ is a representation of an actual system (A) System (B) Model (C) Modelling (D) Modeling,B,1
COM42541,COM 425,Introduction to modelling and simulation,Modelling Concepts ,"___ is the application of methods to analyze complex, real-world problems in order to make predictions about what might happen with various actions (A) Object (B) Model (C) Modelling (D) Modeling",D,1
COM42542,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ is some entity in the real world which can exhibit widely varying behaviour on the context in which it is studied and aspects of behaviour that are under study (A) Object (B) Model (C) Modelling (D) Base model,A,1
COM42543,COM 425,Introduction to modelling and simulation,Modelling Concepts ,"___ is a hypothetical, abstract representation of the object's properties, in particular, its behavior, which is valid in all possible contexts, and describes all the 
object's facets (A) Object (B) Model (C) Modelling (D) Base model",D,1
COM42544,COM 425,Introduction to modelling and simulation,Modelling Concepts ,"___ is a well defined object in the Real World under specific conditions, only 
considering specific aspects of its structure and behaviour (A) System (B) Model (C) Modelling (D) Modeling",A,1
COM42545,COM 425,Introduction to modelling and simulation,Modelling Concepts ,"___ are the collection of all information needed to define what is 
happening within the system to a sufficient level at a 
given point in time (A) System state variables (B) Entities (C) Attributes (D) Resources",A,1
COM42546,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ represents an object that requires explicit definition (A) System state variables (B) Entities (C) Attributes (D) Resources,B,1
COM42547,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ is considered as local values (A) System state variables (B) Entities (C) Attributes (D) Resources,C,1
COM42548,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ is an entity that provides service to dynamic entities (A) System state variables (B) Entities (C) Attributes (D) Resources,D,1
COM42549,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___  is duration of time whose duration is known prior to commencement of the activity (A) System state variables (B) Activity (C) Attributes (D) Delay,B,1
COM42550,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___  is  an indefinite duration that is caused by some combination of system conditions (A) System state variables (B) Activity (C) Attributes (D) Delay,D,1
GNS4251,GNS425,Law of Contract,Definition of law of contract,A contract is what kind of agreement? (A) Dictated (B) Signed (C) Legally enforceable  (D) Mandatory,C,1
GNS4252,GNS425,Law of Contract,Definition of law of contract,What kind of agreement is legally enforceable in court? (A) Document (B) Contract (C) Signed Document (D) Written docuemnt,B,1
GNS4253,GNS425,Law of Contract,Definition of law of contract,What kind of agreement gives rise to legally enforceable obligations? (A) Document (B) Signed docuemnt (C) Written document (D) Contract,D,1
GNS4254,GNS425,Law of Contract,Classification,Wich of the following is not a classification of a contract? (A) Formal (B) Simple (C) Express (D) Basic,D,1
GNS4255,GNS425,Law of Contract,Classification,A formal contract is also known as ___ contract(A) Speciality (B) Simple (C) Express (D) Basic,A,1
GNS4256,GNS425,Law of Contract,Classification,Another name for a formal contract is (A) Implied (B) A contract under seal (C) Express (D) Basic,B,1
GNS4257,GNS425,Law of Contract,Classification,A ___ contract is a contract made by deed (A) Formal  (B) A contract under seal (C) Express (D) Basic,A,1
GNS4258,GNS425,Law of Contract,Classification,What is the name of a contract that is not made by deed? (A) Formal (B) Simple (C) Unilateral (D) Multilateral,B,1
GNS4259,GNS425,Law of Contract,Classification,What is the name of a contract that has all the terms clearly stated and agreed upon? (A) Implied (B) A contract under seal (C) Express (D) Unilateral,C,1
GNS42510,GNS425,Law of Contract,Classification,What kind of contract has all the materials terms spelled out? (A) Express (B) A contract under seal (C) Implied (D) Bilateral,A,1
GNS42511,GNS425,Law of Contract,Classification,A ___ contract is a contract that does not have all it's terms expressly stated (A) Implied (B) A contract under seal (C) Express (D) Basic,A,1
GNS42512,GNS425,Law of Contract,Classification,How many years is the limitation period for a specialty contract? (A) 6 (B) 14 (C) 16 (D) 12,D,1
GNS42513,GNS425,Law of Contract,Classification,How many years is the limitation period for a simple contract? (A) 6 (B) 14 (C) 16 (D) 13,A,1
GNS42514,GNS425,Law of Contract,Classification,A ___ contract involves one party promising to do something in exchange for the promise of the other party. (A) Express (B) Unilateral (C) Implied (D) Bilateral,D,1
GNS42515,GNS425,Law of Contract,Classification,A ___ contract imposes an obligation only on the promisor (A) Express (B) Unilateral (C) Implied (D) Bilateral,B,1
GNS42516,GNS425,Law of Contract,Classification,What kind of contract absolves a promisee from any obligation to the promisor in return for a promise? (A) Express (B) Unilateral (C) Implied (D) Bilateral,B,1
GNS42517,GNS425,Law of Contract,Contract Formation Requirements,Which of the following is not a requirement for the formation of a contract? (A) Offer (B) Acceptance (C) Consideration (D) Deal,D,1
GNS42518,GNS425,Law of Contract,Contract Formation Requirements,Which of the following is not a requirement for the formation of a contract? (A) Deal (B) Acceptance (C) Capacity to contract (D) intention to create legal relation,A,1
GNS42519,GNS425,Law of Contract,Contract Formation Requirements,___ is a definite undertaking or proposal entered by a person with the intention of a legally binding agreement (A) Offer (B) Acceptance (C) Consideration (D) Deal,A,1
GNS42520,GNS425,Law of Contract,Contract Formation Requirements,A person making an offer is known as ___ (A) Offer person (B) Offeree (C) Offeror (D) Offer,C,1
GNS42521,GNS425,Law of Contract,Contract Formation Requirements,A person who an offer is made to is known as ___ (A) Offer person (B) Offeree (C) Offeror (D) Offer,B,1
GNS42522,GNS425,Law of Contract,Contract Formation Requirements,When does an offer becomes effective? (A) When an agreement is made (B) When it reaches the offeree (C) When it it leaves the offeror's place (D) When it is signed by the offeror,B,1
GNS42523,GNS425,Law of Contract,Contract Formation Requirements,___ is a preliminary move that may or may not lead to a contract (A) Offer (B) Invitation to treat (C) Invitation offer  (D) Treat,B,1
GNS42524,GNS425,Law of Contract,Contract Formation Requirements,Which of the following is an invitation to treat? (A) Auctioneer's request for bids (B) A company offer of a reward to the whole world (C) None of the above (D) All of the above,A,1
GNS42525,GNS425,Law of Contract,Contract Formation Requirements,Is a person entitled to an offer he/she is not aware of? (A) Yes (B) No (C) Maybe (D) Not sure,B,1
GNS42526,GNS425,Law of Contract,Contract Formation Requirements,The following terminates an offer except (A) Death of offeror or offeree (B) Non-acceptance within stipulated time for acceptance (C) Acceptance of the offer (D) Revocation before acceptance by the offeror,C,1
GNS42527,GNS425,Law of Contract,Contract Formation Requirements,In which instance can an offer not be revoked? (A) Before acceptance by the offeree (B) After the stipulated time of acceptance (C) Promise to keep the offer open due to a consideration given by the offeree (D) Before the offer gets to the offeree,C,1
GNS42528,GNS425,Law of Contract,Contract Formation Requirements,In which instance can an offer not be revoked? (A) Acceptance by offeree before reciept of revocation  (B) After the stipulated time of acceptance (C) Promise to keep the offer open due to a consideration given by the offeree (D) Before the offer gets to the offeree,A,1
GNS42529,GNS425,Law of Contract,Contract Formation Requirements,___ is the assent by the offeree to the terms of an offer proposed by an offeror (A) Offer (B) Acceptance (C) Consideration (D) Capacity to contract,B,1
GNS42530,GNS425,Law of Contract,Contract Formation Requirements,___ triggers a contract into existence? (A) Offer (B) Acceptance (C) Consideration (D) Capacity to contract,B,1
GNS42531,GNS425,Law of Contract,Contract Formation Requirements,___ is as a result of the inclusion of a fresh term to an offer's acceptance (A) Negotiation (B) Counteroffer (C) All of the above  (D) None of the above,B,1
GNS42532,GNS425,Law of Contract,Contract Formation Requirements,A counter offer ___ an original offer (A) Upholds (B) Destroys (C) Strengthens (D) Validates,B,1
GNS42533,GNS425,Law of Contract,Contract Formation Requirements,In what case is an acceptance of an offer invalid (A) Acceptance through prefered method stated in the offer (B) Acceptance through any method irrespective of directive in the offer (C) None of th above (D) All of the above,B,1
GNS42534,GNS425,Law of Contract,Contract Formation Requirements,Is communication of acceptance necessary in respect to offers that need to be acted upon if it is not expressly stated in the offer (A) Yes (B) No (C) Maybe (D) None of the above,B,1
GNS42535,GNS425,Law of Contract,Contract Formation Requirements,Is a mental acceptance of an offer valid? (A) Yes (B) No (C) Maybe (D) None of the above,B,1
GNS42536,GNS425,Law of Contract,Contract Formation Requirements,When can an acceptance be valid? (A) Before acceptance gets to the offeror (B) After the acceptance has been sent to the offeror (C) When the acceptance gets to the offeror (D) None of the above,C,1
GNS42537,GNS425,Law of Contract,Contract Formation Requirements,Can a contract be valid if the acceptance is subject to a conditon that is not fulfilled? (A) Yes (B) No (C) Maybe (D) None of the above,B,1
GNS42538,GNS425,Law of Contract,Contract Formation Requirements,___ is the benefit or promise received by a party in exchange for the benefit or promise conferred on the other party (A) Offer (B) Acceptance (C) Consideration (D) Deal,C,1
GNS42539,GNS425,Law of Contract,Contract Formation Requirements,___ consideration is an act done by one party in exchange for a promise or action by the other party (A) Offer (B) Executed (C) Executory (D) Acceptance,C,1
GNS42540,GNS425,Law of Contract,Contract Formation Requirements,___ consideration takes the form of a promise to be performed in the future (A) Offer (B) Executed (C) Executory (D) Acceptance,C,1
GNS42541,GNS425,Law of Contract,Contract Formation Requirements,___ consideration takes the form of a promise to be performed immediately (A) Past (B) Executed (C) Executory (D) Acceptance,B,1
GNS42542,GNS425,Law of Contract,Contract Formation Requirements,___ consideration is an act promised by one party in exchange for a promise or act by the other party (A) Past (B) Executed (C) Executory (D) Acceptance,C,1
GNS42543,GNS425,Law of Contract,Contract Formation Requirements,Which of the following consideration enforces a contract? (A) Executory (B) Executed (C) Both A and B (D) Past,A,1
GNS42544,GNS425,Law of Contract,Contract Formation Requirements,___ consideration involves a completed or exhausted  consideration before the new promise to be enforced is made (A) Past (B) Executed (C) Executory (D) Acceptance,A,1
GNS42545,GNS425,Law of Contract,Contract Formation Requirements,Does consideration require equality of promises to be valid? (A) Yes (B) No (C) Maybe (D) None of the above,B,1
GNS42546,GNS425,Law of Contract,Contract Formation Requirements,What is required for a consideration to be valid? (A) Value (B) Equality of promises (C) None of the above  (D) All of the above,A,1
GNS42547,GNS425,Law of Contract,Contract Formation Requirements,What is required for a consideration to be valid? (A) Value (B) Legality of consideration (C) Equality of promises (D) A & B,D,1
GNS42548,GNS425,Law of Contract,Contract Formation Requirements,The following renders a consideration invalid except (A) Value (B) Illegality of consideration (C) Promise to perform an existing obligation (D) Operating on a past consideration,A,1
GNS42549,GNS425,Law of Contract,Contract Formation Requirements,The following renders a consideration invalid except (A) Legality of consideration(B) Illegality of consideration (C) Promise to perform an existing obligation (D) Operating on a past consideration,A,1
GNS42550,GNS425,Law of Contract,Contract Formation Requirements,A valid contract can only be enforceable if the parties have ___ to enter into that type of contract (A) Offer (B) Capacity (C) Consideration (D) Acceptance,B,1
