id,Coursecode,Coursetitle,Subtopic,Question,Answerkey,isObjective
COM425-36,COM 425,Introduction to modelling and simulation,Introduction,"Which of the following is an example of continuous simulation (A) manufacturing 
applications involving material flow analysis  (B) queues in a grocery store (C) hydraulic systems (D) none",C,1
COM425-37,COM 425,Introduction to modelling and simulation,Introduction,____ is defined as a technique for studying real-world dynamical systems by imitating their behavior using a mathematical model of the system implemented on a digital computer (A) Discrete (B) Simulation (C) Continuous (D) Statistical,B,1
COM425-38,COM 425,Introduction to modelling and simulation,Introduction,Which of the following is not a discipline involved in simulation (A) Application field (B) Computer science(C) Mathematics (D) None,D,1
COM425-39,COM 425,Introduction to modelling and simulation,Introduction,Is the science of simulation considered interdisciplinary? (A) Yes (B) No (C) Maybe (D) Not sure,A,1
COM425-40,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ is a representation of an actual system (A) System (B) Model (C) Modelling (D) Modeling,B,1
COM425-41,COM 425,Introduction to modelling and simulation,Modelling Concepts ,"___ is the application of methods to analyze complex, real-world problems in order to make predictions about what might happen with various actions (A) Object (B) Model (C) Modelling (D) Modeling",D,1
COM425-42,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ is some entity in the real world which can exhibit widely varying behaviour on the context in which it is studied and aspects of behaviour that are under study (A) Object (B) Model (C) Modelling (D) Base model,A,1
COM425-43,COM 425,Introduction to modelling and simulation,Modelling Concepts ,"___ is a hypothetical, abstract representation of the object's properties, in particular, its behavior, which is valid in all possible contexts, and describes all the 
object's facets (A) Object (B) Model (C) Modelling (D) Base model",D,1
COM425-44,COM 425,Introduction to modelling and simulation,Modelling Concepts ,"___ is a well defined object in the Real World under specific conditions, only 
considering specific aspects of its structure and behaviour (A) System (B) Model (C) Modelling (D) Modeling",A,1
COM425-45,COM 425,Introduction to modelling and simulation,Modelling Concepts ,"___ are the collection of all information needed to define what is 
happening within the system to a sufficient level at a 
given point in time (A) System state variables (B) Entities (C) Attributes (D) Resources",A,1
COM425-46,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ represents an object that requires explicit definition (A) System state variables (B) Entities (C) Attributes (D) Resources,B,1
COM425-47,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ is considered as local values (A) System state variables (B) Entities (C) Attributes (D) Resources,C,1
COM425-48,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___ is an entity that provides service to dynamic entities (A) System state variables (B) Entities (C) Attributes (D) Resources,D,1
COM425-49,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___  is duration of time whose duration is known prior to commencement of the activity (A) System state variables (B) Activity (C) Attributes (D) Delay,B,1
COM425-50,COM 425,Introduction to modelling and simulation,Modelling Concepts ,___  is  an indefinite duration that is caused by some combination of system conditions (A) System state variables (B) Activity (C) Attributes (D) Delay,D,1
